,location,price(L),rate_persqft,area_insqft,building_status,bhk,property_type
2277,Other,81.6,4434,1840,Ready to move,3.0,Apartment
2278,Kapra,56.23,4814,1168,Under Construction,3.0,Apartment
2279,Other,122.0,3946,3100,Ready to move,4.0,Apartment
2280,Bolarum,64.53,5195,1242,Ready to move,3.0,Apartment
2281,Bolarum,105.0,4880,2168,Ready to move,3.0,Villa
2282,Chandanagar,71.56,5181,1381,Ready to move,3.0,Apartment
2283,Other,76.53,4355,1757,Ready to move,3.0,Apartment
2284,Bolarum,68.53,4895,1400,Ready to move,3.0,Apartment
2285,Kondapur,81.53,4430,1840,Under Construction,3.0,Apartment
2286,Other,78.5,4435,1770,Ready to move,3.0,Apartment
2287,Other,78.56,4178,1880,Ready to move,3.0,Apartment
2288,Gachibowli,78.5,4175,1880,Ready to move,3.0,Apartment
2289,Other,76.65,4897,1565,Ready to move,3.0,Apartment
2290,LB Nagar,75.2,4154,1810,Under Construction,3.0,Apartment
2291,Gachibowli,84.56,4471,1891,Under Construction,3.0,Apartment
2292,Maheshwaram,72.0,4645,1550,Ready to move,2.0,Apartment
2293,Miyapur,18.68,1160,1610,Ready to move,3.0,Apartment
2294,Banjara Hills,210.0,4630,4535,Ready to move,4.0,Apartment
2295,Other,265.0,13383,1980,Ready to move,2.0,Independent House
2296,Other,1800.0,100000,1800,Ready to move,2.0,Independent House
2297,Other,225.0,11111,2025,Ready to move,2.0,Independent House
2298,Banjara Hills,1800.0,25000,7200,Ready to move,5.0,Villa
2299,Other,320.0,13675,2340,Ready to move,2.0,Independent House
2300,Other,81.72,6805,1202,Under Construction,2.0,Apartment
2301,Tellapur,79.73,6200,1286,Ready to move,2.0,Apartment
2302,Other,103.0,6804,1524,Under Construction,3.0,Apartment
2303,Kollur,104.0,5699,1825,Under Construction,3.0,Apartment
2304,Ameenpur,76.78,4799,1600,Under Construction,3.0,Apartment
2305,Chandanagar,57.48,4999,1150,Under Construction,2.0,Apartment
2306,Miyapur,53.55,4500,1190,Under Construction,2.0,Apartment
2307,Serilingampally,148.0,9100,1636,Under Construction,3.0,Apartment
2308,Serilingampally,136.0,9100,1502,Under Construction,3.0,Apartment
2309,Serilingampally,149.0,9100,1646,Under Construction,3.0,Apartment
2310,Serilingampally,177.0,9100,1950,Under Construction,3.0,Apartment
2311,Serilingampally,153.0,9100,1686,Under Construction,3.0,Apartment
2312,Serilingampally,171.0,9100,1887,Under Construction,3.0,Apartment
2313,Serilingampally,172.0,9100,1893,Under Construction,3.0,Apartment
2314,Serilingampally,136.0,9100,1497,Under Construction,3.0,Apartment
2315,Serilingampally,172.0,9100,1891,Under Construction,3.0,Apartment
2316,Serilingampally,136.0,9100,1498,Under Construction,3.0,Apartment
2317,Serilingampally,144.0,9100,1585,Under Construction,3.0,Apartment
2318,Serilingampally,168.0,9100,1857,Under Construction,3.0,Apartment
2319,Serilingampally,169.0,9100,1864,Under Construction,3.0,Apartment
2320,Bachupally,69.1,4799,1440,Under Construction,3.0,Apartment
2321,Bachupally,64.06,4799,1335,Under Construction,2.0,Apartment
2322,Chandanagar,76.78,4799,1600,Under Construction,3.0,Apartment
2323,Ameenpur,55.18,4799,1150,Under Construction,2.0,Apartment
2324,Miyapur,75.4,4383,1720,Ready to move,3.0,Apartment
2325,Miyapur,65.4,3963,1650,Ready to move,3.0,Apartment
2326,Ameenpur,54.6,4232,1290,Ready to move,2.0,Apartment
2327,Other,67.0,4187,1600,Ready to move,3.0,Independent House
2328,Chandanagar,55.18,4799,1150,Under Construction,2.0,Apartment
2329,Ameenpur,76.78,4799,1600,Under Construction,3.0,Apartment
2330,Nanakramguda,172.0,7600,2270,Under Construction,3.0,Apartment
2331,Miyapur,68.95,5699,1210,Under Construction,2.0,Apartment
2332,Miyapur,110.0,5699,1940,Under Construction,3.0,Apartment
2333,Miyapur,97.73,5699,1715,Under Construction,3.0,Apartment
2334,Miyapur,92.6,5699,1625,Under Construction,3.0,Apartment
2335,Miyapur,85.2,5699,1495,Under Construction,2.0,Apartment
2336,Miyapur,75.79,5699,1330,Under Construction,2.0,Apartment
2337,Ameenpur,55.18,4799,1150,Under Construction,2.0,Apartment
2338,Ameenpur,55.18,4799,1150,Under Construction,2.0,Apartment
2339,Ameenpur,76.78,4799,1600,Under Construction,3.0,Apartment
2340,Yacharam,17.99,999,1800,New,0.0,Residential Plot
2341,Mirkhanpet,20.52,1500,1368,New,0.0,Residential Plot
2342,Mirkhanpet,20.87,1388,1503,New,0.0,Residential Plot
2343,Mirkhanpet,13.52,1022,1323,New,0.0,Residential Plot
2344,Other,36.0,2000,1800,New,0.0,Residential Plot
2345,Yacharam,20.25,1500,1350,New,0.0,Residential Plot
2346,Mirkhanpet,13.52,1022,1323,New,0.0,Residential Plot
2347,Ameenpur,20.87,1388,1503,New,0.0,Residential Plot
2348,Meerkhanpet,16.56,1022,1620,New,0.0,Residential Plot
2349,Tukkuguda,53.4,2222,2403,New,0.0,Residential Plot
2350,Meerkhanpet,21.12,1388,1521,New,0.0,Residential Plot
2351,Meerkhanpet,53.4,2222,2403,New,0.0,Residential Plot
2352,Sadashivpet,7.19,444,1620,New,0.0,Residential Plot
2353,Sangareddy,17.99,1333,1350,New,0.0,Residential Plot
2354,Kandi,30.59,1888,1620,New,0.0,Residential Plot
2355,Shankarpalli,24.0,1777,1350,New,0.0,Residential Plot
2356,Other,37.49,2777,1350,New,0.0,Residential Plot
2357,Sangareddy,19.19,1333,1440,New,0.0,Residential Plot
2358,Rudraram,25.49,1888,1350,New,0.0,Residential Plot
2359,Other,60.0,1666,3600,New,0.0,Residential Plot
2360,Mirkhanpet,341.0,15551,2196,Resale,0.0,Residential Plot
2361,Yacharam,18.0,1212,1485,New,0.0,Residential Plot
2362,Maheshwaram,26.96,1610,1674,New,0.0,Residential Plot
2363,Mirkhanpet,43.81,1555,2817,Resale,0.0,Residential Plot
2364,Mirkhanpet,67.89,1555,4365,Resale,0.0,Residential Plot
2365,Sangareddy,27.0,2000,1350,New,0.0,Residential Plot
2366,Mansanpally,25.22,1444,1746,New,0.0,Residential Plot
2367,Meerkhanpet,21.71,1444,1503,New,0.0,Residential Plot
2368,Kandi,399.0,22222,1800,New,0.0,Residential Plot
2369,Meerkhanpet,11.21,1055,1062,New,0.0,Residential Plot
2370,Mansanpally,21.84,1444,1512,New,0.0,Residential Plot
2371,Sangareddy,29.99,2222,1350,New,0.0,Residential Plot
2372,Sadashivpet,9.99,555,1800,New,0.0,Residential Plot
2373,Mirkhanpet,27.99,1555,1800,Resale,0.0,Residential Plot
2374,Mirkhanpet,37.37,1555,2403,Resale,0.0,Residential Plot
2375,Mirkhanpet,35.69,1555,2295,Resale,0.0,Residential Plot
2376,Mirkhanpet,31.07,1555,1998,Resale,0.0,Residential Plot
2377,Mirkhanpet,31.07,1555,1998,Resale,0.0,Residential Plot
2378,Mirkhanpet,31.07,1414,2196,Resale,0.0,Residential Plot
2379,Mirkhanpet,31.07,1414,2196,Resale,0.0,Residential Plot
2380,Sadashivpet,14.0,915,1530,New,0.0,Residential Plot
2381,Shadnagar,27.0,2000,1350,New,0.0,Residential Plot
2382,Yacharam,30.55,1166,2619,New,0.0,Residential Plot
2383,Kadthal,17.39,1288,1350,New,0.0,Residential Plot
2384,Yadagirigutta,18.89,1399,1350,New,0.0,Residential Plot
2385,Yadagirigutta,11.84,877,1350,New,0.0,Residential Plot
2386,Yadagirigutta,14.83,989,1500,New,0.0,Residential Plot
2387,Yadagirigutta,13.64,1011,1350,New,0.0,Residential Plot
2388,Yadagirigutta,13.64,1011,1350,New,0.0,Residential Plot
2389,Other,18.79,1044,1800,New,0.0,Residential Plot
2390,Yadagirigutta,18.79,1044,1800,New,0.0,Residential Plot
2391,Yadagirigutta,20.51,1367,1500,New,0.0,Residential Plot
2392,Yadagirigutta,15.59,1155,1350,New,0.0,Residential Plot
2393,Sangareddy,17.83,1320,1350,New,0.0,Residential Plot
2394,Shadnagar,36.79,2044,1800,New,0.0,Residential Plot
2395,Shadnagar,27.59,2044,1350,New,0.0,Residential Plot
2396,Other,23.39,1444,1620,New,0.0,Residential Plot
2397,Shamshabad,25.99,1444,1800,New,0.0,Residential Plot
2398,Shamshabad,44.0,2444,1800,New,0.0,Residential Plot
2399,Other,15.0,1010,1485,New,0.0,Residential Plot
2400,Shadnagar,15.72,944,1665,New,0.0,Residential Plot
2401,Shadnagar,113.0,9444,1197,New,0.0,Residential Plot
2402,Shadnagar,34.44,1444,2385,New,0.0,Residential Plot
2403,Meerkhanpet,29.0,1611,1800,New,0.0,Residential Plot
2404,Meerkhanpet,15.0,1149,1305,New,0.0,Residential Plot
2405,Nandiwanaparthy,16.5,1111,1485,New,0.0,Residential Plot
2406,Meerkhanpet,29.0,1611,1800,New,0.0,Residential Plot
2407,Tukkuguda,56.0,2592,2160,New,0.0,Residential Plot
2408,Yadagirigutta,25.61,1555,1647,New,0.0,Residential Plot
2409,Yadagirigutta,49.69,1555,3195,New,0.0,Residential Plot
2410,Sadashivpet,26.0,1444,1800,New,0.0,Residential Plot
2411,Sangareddy,44.0,2444,1800,New,0.0,Residential Plot
2412,Bhuvanagiri,2.5,185,1350,New,0.0,Residential Plot
2413,Adibatla,40.4,2777,1455,New,0.0,Residential Plot
2414,Srisailam Highway,25.0,1388,1800,New,0.0,Residential Plot
2415,Patancheru,75.48,3777,1998,New,0.0,Residential Plot
2416,Patancheru,68.0,3777,1800,New,0.0,Residential Plot
2417,Sangareddy,66.5,2111,3150,New,0.0,Residential Plot
2418,Sangareddy,38.0,2111,1800,New,0.0,Residential Plot
2419,Mirkhanpet,25.0,1388,1800,New,0.0,Residential Plot
2420,Tukkuguda,39.99,2222,1800,New,0.0,Residential Plot
2421,Mirkhanpet,21.71,1444,1503,New,0.0,Residential Plot
2422,Mirkhanpet,130.0,10555,1233,New,0.0,Residential Plot
2423,Mirkhanpet,11.21,9500,118,New,0.0,Residential Plot
2424,Mansanpally,25.22,1444,1746,New,0.0,Residential Plot
2425,Mansanpally,21.84,1444,1512,New,0.0,Residential Plot
2426,Manikonda,50.49,6047,835,New,0.0,Residential Plot
2427,Other,17.36,1285,1350,New,0.0,Residential Plot
2428,Mirkhanpet,16.27,10500,155,New,0.0,Residential Plot
2429,Kadthal,26.1,14500,180,New,0.0,Residential Plot
2430,Mirkhanpet,16.9,10500,161,New,0.0,Residential Plot
2431,Mirkhanpet,16.17,10500,154,New,0.0,Residential Plot
2432,Maheshwaram,23.92,14500,165,New,0.0,Residential Plot
2433,Maheshwaram,26.1,14500,180,New,0.0,Residential Plot
2434,Kadthal,21.89,14500,151,New,0.0,Residential Plot
2435,Kadthal,20.44,14500,141,New,0.0,Residential Plot
2436,Other,80.0,4444,1800,Resale,0.0,Residential Plot
2437,Ibrahimpatnam,18.0,1333,1350,New,0.0,Residential Plot
2438,Bhongir,10.8,1000,1080,New,0.0,Residential Plot
2439,Yadagirigutta,5.0,459,1089,New,0.0,Residential Plot
2440,Other,80.0,2222,3600,Resale,0.0,Residential Plot
2441,Other,93.0,34831,267,Resale,0.0,Residential Plot
2442,Other,22.0,1481,1485,New,0.0,Residential Plot
2443,Shankarpalli,44.0,2222,1980,Resale,0.0,Residential Plot
2444,Other,62.7,3333,1881,New,0.0,Residential Plot
2445,Mirkhanpet,27.0,1500,1800,New,0.0,Residential Plot
2446,Other,135.0,4285,3150,Resale,0.0,Residential Plot
2447,Sangareddy,30.0,2020,1485,New,0.0,Residential Plot
2448,Maheshwaram,28.8,1600,1800,New,0.0,Residential Plot
2449,Maheshwaram,31.68,1600,1980,New,0.0,Residential Plot
2450,Maheshwaram,25.92,1600,1620,New,0.0,Residential Plot
2451,Maheshwaram,53.28,1600,3330,New,0.0,Residential Plot
2452,Maheshwaram,37.44,1600,2340,New,0.0,Residential Plot
2453,Maheshwaram,24.48,1600,1530,New,0.0,Residential Plot
2454,Mirkhanpet,20.65,1500,1377,New,0.0,Residential Plot
2455,Mansanpally,16.32,755,2160,New,0.0,Residential Plot
2456,Medchal,70.0,3889,1800,New,0.0,Residential Plot
2457,Medchal,105.0,3889,2700,New,0.0,Residential Plot
2458,Medchal,64.05,3889,1647,New,0.0,Residential Plot
2459,Medchal,52.5,3889,1350,New,0.0,Residential Plot
2460,Yacharam,20.12,1221,1647,New,0.0,Residential Plot
2461,Yacharam,20.12,1221,1647,New,0.0,Residential Plot
2462,Yacharam,20.12,1221,1647,New,0.0,Residential Plot
2463,Yacharam,20.12,1221,1647,New,0.0,Residential Plot
2464,Yacharam,20.12,1221,1647,New,0.0,Residential Plot
2465,Other,22.0,1222,1800,Resale,0.0,Residential Plot
2466,Shadnagar,12.0,1136,1056,New,0.0,Residential Plot
2467,Patancheru,30.25,2864,1056,New,0.0,Residential Plot
2468,Other,23.1,2187,1056,New,0.0,Residential Plot
2469,Shadnagar,10.27,972,1056,New,0.0,Residential Plot
2470,Shadnagar,13.61,1288,1056,New,0.0,Residential Plot
2471,Other,4.41,417,1056,New,0.0,Residential Plot
2472,Shadnagar,9.99,946,1056,New,0.0,Residential Plot
2473,Other,16.5,611,2700,New,0.0,Residential Plot
2474,Sadashivpet,14.5,1103,1314,New,0.0,Residential Plot
2475,Sadashivpet,12.5,841,1485,New,0.0,Residential Plot
2476,Other,11.0,611,1800,New,0.0,Residential Plot
2477,Shadnagar,11.28,1068,1056,New,0.0,Residential Plot
2478,Shadnagar,10.92,1034,1056,New,0.0,Residential Plot
2479,Bachupally,22.0,2083,1056,New,0.0,Residential Plot
2480,Other,32.0,1777,1800,New,0.0,Residential Plot
2481,Other,32.0,1777,1800,New,0.0,Residential Plot
2482,Other,32.0,1777,1800,New,0.0,Residential Plot
2483,Kothur,16.0,734,2178,New,0.0,Residential Plot
2484,Shamshabad,16.0,734,2178,New,0.0,Residential Plot
2485,Shadnagar,16.0,734,2178,New,0.0,Residential Plot
2486,Shadnagar,32.0,12030,266,New,0.0,Residential Plot
2487,Other,30.0,1821,1647,New,0.0,Residential Plot
2488,Other,75.0,3787,1980,Resale,0.0,Residential Plot
2489,Other,46.0,2555,1800,New,0.0,Residential Plot
2490,Sadashivpet,58.0,2148,2700,New,0.0,Residential Plot
2491,Shankarpalli,55.0,3055,1800,Resale,0.0,Residential Plot
2492,Rudraram,55.44,3666,1512,New,0.0,Residential Plot
2493,Other,42.0,1555,2700,Resale,0.0,Residential Plot
2494,Other,25.0,1388,1800,Resale,0.0,Residential Plot
2495,Other,32.0,1777,1800,Resale,0.0,Residential Plot
2496,Kadthal,10.0,555,1800,New,0.0,Residential Plot
2497,Adibatla,31.05,1500,2070,New,0.0,Residential Plot
2498,Shankarpalli,48.4,889,5445,New,0.0,Residential Plot
2499,Shankarpalli,24.88,889,2799,New,0.0,Residential Plot
2500,Mansanpally,76.74,2777,2763,New,0.0,Residential Plot
2501,Mansanpally,84.99,2777,3060,New,0.0,Residential Plot
2502,Mansanpally,59.99,2777,2160,New,0.0,Residential Plot
2503,Mansanpally,66.74,2777,2403,New,0.0,Residential Plot
2504,Mirkhanpet,40.87,1555,2628,Resale,0.0,Residential Plot
2505,Mirkhanpet,54.45,1555,3501,Resale,0.0,Residential Plot
2506,Mirkhanpet,43.53,1555,2799,Resale,0.0,Residential Plot
2507,Mirkhanpet,43.53,1555,2799,Resale,0.0,Residential Plot
2508,Mirkhanpet,42.27,1555,2718,Resale,0.0,Residential Plot
2509,Mirkhanpet,27.99,1555,1800,Resale,0.0,Residential Plot
2510,Mirkhanpet,37.37,1555,2403,Resale,0.0,Residential Plot
2511,Mirkhanpet,35.69,1555,2295,Resale,0.0,Residential Plot
2512,Mirkhanpet,31.07,1555,1998,Resale,0.0,Residential Plot
2513,Mirkhanpet,31.07,1555,1998,Resale,0.0,Residential Plot
2514,Mirkhanpet,34.15,1555,2196,Resale,0.0,Residential Plot
2515,Mirkhanpet,34.15,1555,2196,Resale,0.0,Residential Plot
2516,Mirkhanpet,43.81,1555,2817,Resale,0.0,Residential Plot
2517,Mirkhanpet,67.89,1555,4365,Resale,0.0,Residential Plot
2518,Nandiwanaparthy,18.14,10999,165,New,0.0,Residential Plot
2519,Yacharam,26.28,11045,238,New,0.0,Residential Plot
2520,Other,45.0,4261,1056,Resale,0.0,Residential Plot
2521,Kothur,23.7,2244,1056,New,0.0,Residential Plot
2522,Other,150.0,2316,6494,Resale,0.0,Residential Plot
2523,Bachupally,31.95,3025,1056,New,0.0,Residential Plot
2524,Other,31.2,2954,1056,New,0.0,Residential Plot
2525,Other,6.41,607,1056,New,0.0,Residential Plot
2526,Other,48.0,4545,1056,Resale,0.0,Residential Plot
2527,Maheshwaram,28.0,1555,1800,New,0.0,Residential Plot
2528,Mucherla,11.32,833,1359,New,0.0,Residential Plot
2529,Yadagirigutta,8.5,629,1350,New,0.0,Residential Plot
2530,Mirkhanpet,14.92,833,1791,New,0.0,Residential Plot
2531,Mirkhanpet,14.25,833,1710,New,0.0,Residential Plot
2532,Mirkhanpet,13.35,833,1602,New,0.0,Residential Plot
2533,Mansanpally,22.36,1444,1548,New,0.0,Residential Plot
2534,Mansanpally,18.72,1444,1296,New,0.0,Residential Plot
2535,Mansanpally,18.33,1444,1269,New,0.0,Residential Plot
2536,Mirkhanpet,22.5,833,2700,New,0.0,Residential Plot
2537,Mirkhanpet,18.22,833,2187,New,0.0,Residential Plot
2538,Other,26.46,2505,1056,New,0.0,Residential Plot
2539,Mansanpally,28.6,1444,1980,New,0.0,Residential Plot
2540,Mansanpally,27.82,1444,1926,New,0.0,Residential Plot
2541,Mansanpally,27.43,1444,1899,New,0.0,Residential Plot
2542,Other,26.46,2505,1056,New,0.0,Residential Plot
2543,Mansanpally,27.3,1444,1890,New,0.0,Residential Plot
2544,Mansanpally,26.91,1444,1863,New,0.0,Residential Plot
2545,Mansanpally,23.27,1444,1611,New,0.0,Residential Plot
2546,Meerkhanpet,18.44,944,1953,New,0.0,Residential Plot
2547,Meerkhanpet,34.42,944,3645,New,0.0,Residential Plot
2548,Meerkhanpet,33.06,944,3501,New,0.0,Residential Plot
2549,Yadagirigutta,7.49,555,1350,New,0.0,Residential Plot
2550,Meerkhanpet,11.02,833,1323,New,0.0,Residential Plot
2551,Meerkhanpet,17.0,944,1800,New,0.0,Residential Plot
2552,Meerkhanpet,20.4,944,2160,New,0.0,Residential Plot
2553,Other,4.5,426,1056,New,0.0,Residential Plot
2554,Mirkhanpet,20.57,944,2178,New,0.0,Residential Plot
2555,Mirkhanpet,19.97,944,2115,New,0.0,Residential Plot
2556,Mirkhanpet,15.3,944,1620,New,0.0,Residential Plot
2557,Nandiwanaparthy,15.67,1055,1485,New,0.0,Residential Plot
2558,Kompally,79.0,5486,1440,Resale,0.0,Residential Plot
2559,Maheshwaram,24.92,1555,1602,New,0.0,Residential Plot
2560,Maheshwaram,22.54,1555,1449,New,0.0,Residential Plot
2561,Indresham,31.36,1777,1764,New,0.0,Residential Plot
2562,Muthangi,45.0,3333,1350,New,0.0,Residential Plot
2563,Other,48.36,2888,1674,New,0.0,Residential Plot
2564,Other,38.0,2724,1395,New,0.0,Residential Plot
2565,Other,46.0,2555,1800,New,0.0,Residential Plot
2566,Kadthal,19.11,1444,1323,New,0.0,Residential Plot
2567,Maheshwaram,32.94,2000,1647,New,0.0,Residential Plot
2568,Shadnagar,8.32,556,1494,New,0.0,Residential Plot
2569,Kondapur,598.0,10555,5670,Resale,0.0,Residential Plot
2570,Mirkhanpet,25.17,855,2943,New,0.0,Residential Plot
2571,Mirkhanpet,13.7,855,1602,New,0.0,Residential Plot
2572,Mirkhanpet,12.7,855,1485,New,0.0,Residential Plot
2573,Mirkhanpet,13.62,855,1593,New,0.0,Residential Plot
2574,Mirkhanpet,14.16,855,1656,New,0.0,Residential Plot
2575,Mirkhanpet,14.93,855,1746,New,0.0,Residential Plot
2576,Bhuvanagiri,31.2,1444,2160,New,0.0,Residential Plot
2577,Kothur,54.0,3000,1800,Resale,0.0,Residential Plot
2578,Mirkhanpet,13.62,855,1593,New,0.0,Residential Plot
2579,Mucherla,12.7,855,1485,New,0.0,Residential Plot
2580,Mirkhanpet,31.07,1555,1998,Resale,0.0,Residential Plot
2581,Mirkhanpet,34.15,1555,2196,New,0.0,Residential Plot
2582,Mirkhanpet,34.15,1555,2196,New,0.0,Residential Plot
2583,Mirkhanpet,43.81,1555,2817,Resale,0.0,Residential Plot
2584,Mirkhanpet,67.89,1555,4365,New,0.0,Residential Plot
2585,Mirkhanpet,35.27,1555,2268,Resale,0.0,Residential Plot
2586,Mirkhanpet,56.69,1555,3645,Resale,0.0,Residential Plot
2587,Mirkhanpet,27.99,1555,1800,Resale,0.0,Residential Plot
2588,Mirkhanpet,27.99,1555,1800,Resale,0.0,Residential Plot
2589,Mansanpally,21.84,1444,1512,New,0.0,Residential Plot
2590,Mansanpally,25.22,1444,1746,New,0.0,Residential Plot
2591,Sadashivpet,18.0,1333,1350,New,0.0,Residential Plot
2592,Yadagirigutta,10.0,1111,900,New,0.0,Residential Plot
2593,Yadagirigutta,5.0,459,1089,New,0.0,Residential Plot
2594,Sangareddy,21.59,1499,1440,New,0.0,Residential Plot
2595,Sadashivpet,12.49,555,2250,New,0.0,Residential Plot
2596,Yacharam,15.4,777,1980,New,0.0,Residential Plot
2597,Dundigal,36.75,2777,1323,New,0.0,Residential Plot
2598,Yacharam,20.12,1221,1647,New,0.0,Residential Plot
2599,Yacharam,20.12,1221,1647,New,0.0,Residential Plot
2600,Bibinagar,20.92,1500,1395,New,0.0,Residential Plot
2601,Mirkhanpet,15.92,999,1593,New,0.0,Residential Plot
2602,Mirkhanpet,12.24,800,1530,New,0.0,Residential Plot
2603,Shadnagar,33.11,2007,1650,New,0.0,Residential Plot
2604,Kompally,50.0,2777,1800,New,0.0,Residential Plot
2605,Medchal,50.0,2777,1800,New,0.0,Residential Plot
2606,Other,60.0,3333,1800,New,0.0,Residential Plot
2607,Shankarpalli,60.0,3333,1800,New,0.0,Residential Plot
2608,Other,40.0,2222,1800,New,0.0,Residential Plot
2609,Shadnagar,27.75,2055,1350,New,0.0,Residential Plot
2610,Ghatkesar,16.69,1111,1503,New,0.0,Residential Plot
2611,Yadagirigutta,15.59,1155,1350,New,0.0,Residential Plot
2612,Yadagirigutta,20.51,1243,1650,New,0.0,Residential Plot
2613,Other,20.51,1519,1350,New,0.0,Residential Plot
2614,Yadagirigutta,20.51,1519,1350,New,0.0,Residential Plot
2615,Yadagirigutta,18.59,1377,1350,New,0.0,Residential Plot
2616,Other,47.99,2222,2160,New,0.0,Residential Plot
2617,Nandiwanaparthy,25.19,1111,2268,New,0.0,Residential Plot
2618,Nandiwanaparthy,18.04,1055,1710,New,0.0,Residential Plot
2619,Nandiwanaparthy,22.18,1458,1521,New,0.0,Residential Plot
2620,Kandukur,145.0,2666,5471,New,0.0,Residential Plot
2621,Kandukur,287.0,2666,10800,New,0.0,Residential Plot
2622,Kandukur,117.0,2666,4400,New,0.0,Residential Plot
2623,Kandukur,86.68,2666,3251,New,0.0,Residential Plot
2624,Kandukur,119.0,2666,4500,New,0.0,Residential Plot
2625,Srisailam Highway,16.0,1515,1056,New,0.0,Residential Plot
2626,Srisailam Highway,25.0,2367,1056,New,0.0,Residential Plot
2627,Srisailam Highway,16.7,1581,1056,New,0.0,Residential Plot
2628,Srisailam Highway,15.43,1461,1056,New,0.0,Residential Plot
2629,Other,2.5,236,1056,New,0.0,Residential Plot
2630,Srisailam Highway,13.87,1313,1056,New,0.0,Residential Plot
2631,Srisailam Highway,16.5,1562,1056,New,0.0,Residential Plot
